id1,id2,Latitude,Longitude,Elevation,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,MAR,Eref,CMD,RH,CMI,DD1040
339,"CT",53.0166666666667,-122.016666666667,975,3.2,14.3,-8.8,23.1,669,320,19.8,44.5,940,1082,5382,20,156,156,256,100,246,-39,32.5,11.2,532,161,62,23.65,397
340,"CT",53.0166666666667,-122.05,914,3.4,14.5,-8.9,23.4,647,305,20.7,47.5,932,1117,5328,21,158,154,257,103,238,-39,32.4,11.5,539,183,61,20.42,416
341,"CT",53.0166666666667,-122.033333333333,945,3.3,14.4,-8.9,23.2,659,313,20.2,45.9,939,1098,5362,21,157,155,257,102,243,-39.1,32.4,11.3,535,171,62,22.27,405
342,"NCH",53.0666666666667,-122.033333333333,1067,2.7,13.5,-8.9,22.4,721,349,17.6,38.7,993,973,5572,16,151,160,256,96,276,-39.4,31.2,11.5,508,114,62,32.41,326
343,"NCH",53.05,-122,1067,2.6,13.5,-9,22.5,721,346,17.5,39.2,1015,977,5596,16,150,160,255,95,281,-39.3,31.3,12.3,511,116,63,32.25,329
344,"NCH",53.0333333333333,-122.05,975,3.1,14.1,-8.8,23,665,317,19.7,44.6,951,1062,5417,19,155,156,256,100,249,-39.2,32,11.5,528,164,62,23.87,382
345,"NCH",53.0333333333333,-122.033333333333,975,3.1,14.1,-8.9,22.9,667,317,19.6,44.3,953,1057,5424,18,155,156,256,100,249,-39.2,32,11.5,528,161,62,24.14,377
346,"NCH",53.4,-122.466666666667,823,3.2,14.5,-10,24.5,651,308,20.2,47.2,1015,1126,5407,20,156,156,254,98,243,-40.1,33.1,11.5,548,192,61,19.76,422
347,"QL",53.1833333333333,-121.35,1097,2.8,13.3,-8.6,21.8,843,373,15.2,35.5,953,954,5540,17,147,162,251,90,341,-39.1,31.8,11.5,515,92,62,43.35,312
348,"QL",53.15,-121.533333333333,1219,2.3,12.8,-8.6,21.4,943,398,13.1,32.2,1003,876,5702,15,144,164,252,88,417,-39.3,31.2,11.6,494,50,63,56.37,268
349,"BLK",55.5833333333333,-126.65,914,1.6,12.5,-10.6,23.1,702,280,16.5,44.5,1170,809,5966,13,138,166,246,81,333,-41,30.6,10.4,471,153,63,34.58,226
350,"BLK",55.5666666666667,-126.633333333333,853,1.8,12.8,-10.7,23.5,688,275,17.2,46.6,1156,861,5887,14,142,164,248,84,322,-40.8,31.1,10.2,479,165,63,32.09,256
351,"BLK",55.5666666666667,-126.633333333333,853,1.8,12.8,-10.7,23.5,688,275,17.2,46.6,1156,861,5887,14,142,164,248,84,322,-40.8,31.1,10.2,479,165,63,32.09,256
352,"BLK",55.4833333333333,-126.633333333333,792,2,13.1,-10.8,23.8,643,262,18.7,49.9,1142,908,5808,14,146,162,251,88,292,-40.5,31.5,10.3,486,187,63,26.54,284
353,"BLK",55.4666666666667,-126.633333333333,823,1.9,12.9,-10.8,23.7,644,262,18.4,49.2,1160,881,5867,13,143,164,249,86,298,-40.7,31.3,10.4,483,185,63,27.22,268
354,"BLK",55.45,-126.65,792,2,13,-10.8,23.8,633,260,18.9,50,1152,903,5832,14,145,163,250,87,289,-40.7,31.6,10.4,487,191,63,25.62,282
355,"BLK",55.4333333333333,-126.666666666667,792,2,13,-10.9,23.9,626,257,19.1,50.6,1157,902,5833,14,145,163,250,87,285,-40.8,31.6,10.4,487,195,63,24.94,282
356,"BLK",55.35,-126.65,549,3.1,14.2,-9.9,24.2,611,252,21.4,56.4,999,1092,5424,21,159,155,257,102,250,-39.9,32.9,9.4,516,226,62,19.13,401
357,"BLK",55.3166666666667,-126.65,762,2,13.1,-11.1,24.2,618,254,19.4,51.6,1166,918,5827,13,145,165,251,86,283,-40.9,32,10.3,491,205,63,23.83,294
358,"BLK",55.3166666666667,-126.65,762,2,13.1,-11.1,24.2,618,254,19.4,51.6,1166,918,5827,13,145,165,251,86,283,-40.9,32,10.3,491,205,63,23.83,294
359,"BLK",55.2333333333333,-126.633333333333,823,1.7,12.8,-11,23.9,644,253,18.2,50.7,1191,870,5922,12,141,167,249,83,309,-41.3,31.6,10.6,484,196,62,27.64,265
360,"BLK",55.0333333333333,-126.666666666667,914,1.7,12.4,-10,22.4,654,235,17.9,52.6,1119,792,5932,14,135,172,245,73,327,-40.6,30.7,10.4,474,198,63,30.07,221
361,"BLK",55.0333333333333,-126.666666666667,914,1.7,12.4,-10,22.4,654,235,17.9,52.6,1119,792,5932,14,135,172,245,73,327,-40.6,30.7,10.4,474,198,63,30.07,221
362,"BLK",54.9833333333333,-126.616666666667,914,1.8,12.5,-10,22.5,671,241,17.6,52,1110,817,5891,14,138,169,248,79,332,-40.6,30.8,10.7,472,192,63,31.81,236
363,"BLK",54.9833333333333,-126.55,914,1.8,12.6,-10.1,22.7,685,246,17.3,51.3,1115,827,5886,14,139,169,250,81,339,-40.5,30.9,10.8,473,187,63,33.13,241
364,"BLK",54.9666666666667,-126.533333333333,914,1.9,12.6,-10.1,22.7,672,244,17.6,51.7,1112,830,5878,14,140,168,249,81,330,-40.5,30.9,10.6,472,187,63,31.9,244
365,"BLK",55.05,-126.516666666667,823,2.1,13,-10.4,23.4,612,235,19.7,55.2,1108,884,5803,14,144,164,249,85,284,-40.4,31.4,10.6,485,206,63,24.1,272
366,"BLK",55.0333333333333,-126.516666666667,823,2.1,13,-10.2,23.1,634,238,19.1,54.6,1099,883,5793,14,144,165,249,84,298,-40.4,31.4,10.6,485,203,63,26.27,272
367,"BLK",54.9833333333333,-126.516666666667,914,1.8,12.7,-10,22.7,702,248,16.9,51.2,1115,831,5883,14,139,171,248,77,351,-40.6,30.8,10.6,472,183,63,34.92,246
368,"BLK",54.9666666666667,-126.533333333333,853,2.1,12.9,-9.9,22.7,658,242,18.4,53.1,1078,870,5788,15,142,167,249,82,314,-40.6,31.3,10.3,482,198,62,29.12,267
369,"BLK",54.9,-126.616666666667,884,1.9,12.8,-10.2,23,628,238,19,53.7,1111,851,5851,13,141,168,249,82,299,-40.6,31.1,10.7,477,198,63,26.84,256
370,"BLK",54.9166666666667,-126.583333333333,914,1.8,12.7,-10.3,22.9,644,238,18.3,53.2,1127,833,5893,13,140,168,249,81,314,-40.7,30.9,10.9,472,193,64,29.1,245
371,"BLK",54.9166666666667,-126.583333333333,914,1.8,12.7,-10.3,22.9,644,238,18.3,53.2,1127,833,5893,13,140,168,249,81,314,-40.7,30.9,10.9,472,193,64,29.1,245
372,"BLK",54.9333333333333,-126.566666666667,914,1.8,12.6,-10.1,22.8,658,240,18,52.6,1117,830,5884,13,140,168,249,80,323,-40.6,30.9,10.7,472,192,63,30.53,244
373,"BLK",54.9666666666667,-126.55,914,1.8,12.6,-10,22.6,665,243,17.8,52,1110,828,5879,14,140,168,248,80,326,-40.5,30.9,10.5,472,188,63,31.16,243
374,"BLK",54.9166666666667,-126.516666666667,914,1.8,12.7,-10.2,23,660,241,17.9,52.7,1126,836,5887,13,140,168,249,81,324,-40.7,31,10.6,472,190,63,30.66,248
375,"BLK",54.9333333333333,-126.533333333333,823,2,13,-10.6,23.6,639,237,18.8,54.7,1124,889,5816,13,143,165,249,84,302,-40.6,31.5,10.5,486,204,63,26.74,276
376,"BLK",54.8333333333333,-126.383333333333,853,2,13.1,-10.6,23.7,604,234,19.9,56.1,1132,895,5818,13,145,165,251,86,284,-40.7,31.4,10.7,483,205,64,23.71,282
377,"BLK",54.8833333333333,-126.533333333333,823,2,13.1,-10.6,23.7,608,234,19.8,55.7,1126,897,5804,13,144,165,250,85,283,-40.6,31.5,10.7,487,209,64,23.55,280
378,"BLK",54.8833333333333,-126.55,853,1.9,13,-10.7,23.6,614,234,19.4,55.3,1134,877,5843,12,143,166,250,84,291,-40.6,31.3,10.7,482,204,64,24.8,270
379,"BLK",54.9,-126.6,884,1.9,12.8,-10.4,23.2,632,238,18.8,53.7,1132,849,5877,13,141,167,249,82,305,-40.7,31.1,10.6,477,198,64,27.27,255
380,"BLK",54.7666666666667,-126.85,975,1.8,12.3,-9.8,22.1,621,235,18.9,52.3,1115,806,5911,13,139,170,250,80,301,-40.3,30.9,10.7,470,190,64,27.07,227
381,"BLK",54.7666666666667,-126.85,975,1.8,12.3,-9.8,22.1,621,235,18.9,52.3,1115,806,5911,13,139,170,250,80,301,-40.3,30.9,10.7,470,190,64,27.07,227
382,"BLK",54.65,-127.166666666667,610,3,13.8,-9.4,23.2,505,207,25.8,66.8,980,1036,5459,17,156,156,254,99,205,-40.1,32.3,10.6,516,265,62,9.1,360
383,"BLK",54.7833333333333,-127.4,884,2,12.2,-9.3,21.5,748,247,16.1,49.3,1034,796,5818,14,143,166,251,86,372,-39.9,30.6,10.9,465,173,64,40.33,217
384,"BLK",54.7833333333333,-127.383333333333,884,2.1,12.2,-9,21.2,767,250,15.8,48.7,1010,793,5792,14,143,166,252,85,380,-39.9,30.6,10.7,465,170,64,42.24,215
385,"BLK",54.7666666666667,-127.383333333333,853,2.1,12.4,-9.5,21.9,665,234,18.2,52.8,1031,821,5779,13,144,164,252,87,316,-39.9,30.8,10.7,470,192,64,31.29,231
386,"BLK",54.7333333333333,-127.283333333333,914,2,12.2,-9.4,21.7,692,249,17.3,49.1,1045,800,5828,14,145,163,253,90,334,-39.9,30.4,11,458,165,65,35.57,220
387,"BLK",54.7166666666667,-127.25,853,2.1,12.5,-9.6,22.2,605,230,20,54.5,1059,844,5789,13,146,163,253,90,280,-40,30.8,10.6,470,192,64,25.38,245
388,"BLK",54.7166666666667,-127.216666666667,853,2.1,12.6,-9.5,22.1,629,238,19.3,52.8,1055,844,5785,13,146,162,251,89,292,-40,30.8,11.2,470,185,64,27.69,246
389,"BLK",54.1666666666667,-126.65,914,2,12.8,-10,22.9,549,220,21.8,58.3,1119,868,5840,12,142,167,251,83,255,-40.7,31.3,11,488,223,63,18.03,265
390,"BLK",54.1833333333333,-126.65,914,1.9,12.9,-10.1,23,543,219,22,58.7,1124,870,5844,12,142,167,251,84,252,-40.7,31.3,10.7,487,226,63,17.41,265
391,"BLK",54.1833333333333,-126.616666666667,1067,1.5,12.1,-10,22.1,593,232,19.3,52.2,1158,765,6018,10,139,169,252,84,294,-40.6,30.2,10.8,454,181,65,26.79,207
392,"BLK",54.2,-126.616666666667,1067,1.5,12.2,-9.9,22.1,578,230,19.9,53,1155,772,6005,10,140,168,253,85,283,-40.5,30.2,11.1,454,183,66,25.19,210
393,"BLK",54.15,-126.416666666667,1006,1.7,12.3,-10,22.3,530,223,22.1,55.4,1134,809,5929,12,142,165,252,87,245,-40.6,30.9,10.7,467,201,64,18.51,228
394,"BLK",54.1666666666667,-126.466666666667,1036,1.6,12.2,-9.9,22.1,532,220,21.8,55.5,1142,787,5968,10,140,167,252,84,251,-40.7,30.7,10.6,462,200,65,19.46,217
395,"BLK",54.1666666666667,-126.483333333333,975,1.7,12.5,-10,22.5,535,221,21.9,56.5,1140,823,5920,12,141,167,251,85,248,-40.9,31.1,10.6,474,210,64,18.2,237
396,"BLK",54.1833333333333,-126.5,945,1.8,12.7,-10,22.7,528,222,22.4,57,1137,849,5885,12,141,167,250,84,241,-41,31.4,10.2,482,219,63,16.37,252
397,"BLK",54.1833333333333,-126.5,945,1.8,12.7,-10,22.7,528,222,22.4,57,1137,849,5885,12,141,167,250,84,241,-41,31.4,10.2,482,219,63,16.37,252
398,"BLK",54.1833333333333,-126.516666666667,914,1.9,12.8,-10.1,22.9,527,222,22.6,57.6,1132,863,5859,12,142,166,250,85,237,-41.1,31.4,10.3,486,222,63,15.86,260
399,"BLK",54.1833333333333,-126.516666666667,930,1.9,12.7,-10.1,22.8,527,222,22.5,57.3,1134,857,5872,12,142,166,250,84,239,-41,31.4,10.3,484,220,63,16.1,256
400,"BLK",54.1833333333333,-126.533333333333,930,1.9,12.7,-10.1,22.8,527,222,22.5,57.2,1134,854,5873,11,142,166,251,85,238,-41.1,31.3,10.4,483,219,63,16.24,254
401,"BLK",54.1166666666667,-126.5,945,1.8,12.6,-10.2,22.8,528,218,22.4,57.9,1132,846,5880,11,141,167,251,84,242,-40.9,31.3,10.8,483,223,63,16.36,250
402,"BLK",54.1333333333333,-126.483333333333,945,1.8,12.6,-10.2,22.8,530,219,22.3,57.7,1136,843,5888,11,141,167,250,83,244,-40.9,31.4,10.7,483,223,63,16.59,248
403,"BLK",54.1333333333333,-126.5,945,1.8,12.6,-10.1,22.8,534,220,22.2,57.3,1133,844,5885,11,141,167,250,84,245,-40.9,31.4,10.6,483,221,63,17.01,248
404,"BLK",54.1666666666667,-126.516666666667,975,1.8,12.5,-10,22.5,540,223,21.8,56.1,1134,827,5908,12,141,167,251,84,251,-40.8,31.1,10.5,474,209,64,18.71,240
405,"BLK",54.1666666666667,-126.516666666667,945,1.8,12.6,-10,22.7,539,223,22,56.8,1131,844,5883,12,142,166,251,85,248,-40.8,31.2,10.5,480,215,63,17.82,249
406,"BLK",54.1833333333333,-126.55,884,2,12.9,-10.2,23.1,527,221,22.7,58.4,1129,879,5836,12,142,165,250,85,237,-41.2,31.5,10.3,492,229,63,15.27,269
407,"BLK",54.2,-126.566666666667,884,1.9,12.9,-10.3,23.2,524,220,22.8,58.7,1133,878,5843,12,143,165,250,84,235,-41.2,31.4,10.5,491,229,63,15.14,269
408,"BLK",54.2,-126.883333333333,1128,1.5,11.9,-9.4,21.3,568,255,20.2,46.7,1144,753,6018,11,144,164,257,93,270,-39.5,29.9,11.2,438,175,68,25.66,199
409,"BLK",54.2,-126.9,1128,1.5,12,-9.6,21.6,477,203,24,59.4,1148,756,6019,11,142,168,256,88,230,-39.6,29.9,10.4,443,210,68,16,200
410,"BLK",54.1833333333333,-127.033333333333,762,2.5,13.5,-9.8,23.4,474,207,26.4,65.5,1067,979,5644,14,146,165,252,87,204,-40.7,32.3,10.6,521,275,61,6.07,331
411,"BLK",54.1833333333333,-127.05,762,2.5,13.5,-9.8,23.4,470,204,26.5,66.1,1070,977,5650,14,146,165,252,87,204,-40.7,32.4,10.3,520,280,61,5.76,330
412,"BLK",54.1833333333333,-127.083333333333,686,2.7,13.8,-9.8,23.6,465,201,27.4,68.9,1049,1029,5561,16,147,163,251,88,197,-40.8,32.9,10.6,536,299,60,2.99,361
413,"BLK",54.1333333333333,-127.283333333333,991,1.8,12.2,-9.4,21.6,640,227,18.5,53.8,1088,808,5880,12,139,171,253,82,325,-39.8,31.1,10.8,473,207,64,28.92,228
414,"BLK",54.1333333333333,-127.25,991,1.9,12.3,-9.4,21.7,632,228,18.8,53.8,1088,814,5873,12,140,171,254,83,319,-39.8,31,11.3,472,209,64,28.12,231
415,"BLK",54.1166666666667,-127.216666666667,914,2.1,12.6,-9.4,22,587,215,20.6,58.8,1068,863,5787,13,142,170,253,83,286,-39.9,31.5,11.3,488,235,63,21.62,260
416,"BLK",54.0833333333333,-127.383333333333,838,2.3,13,-9.1,22.1,598,198,20.6,65.7,1038,907,5700,14,142,170,251,81,297,-39.8,32.3,11,506,267,62,20.48,288
417,"BLK",54.05,-127.416666666667,838,2.3,12.9,-9.1,22,622,195,19.8,66.2,1037,899,5707,14,141,172,251,80,314,-39.9,32.2,10.9,505,266,62,23.07,283
418,"BLK",54.0666666666667,-127.266666666667,838,2.3,12.9,-9.1,22.1,617,203,20,63.9,1049,905,5712,14,141,171,251,81,307,-40,32.3,10.7,507,262,62,22.27,286
419,"BLK",54.1833333333333,-127.066666666667,686,2.7,13.8,-9.8,23.7,463,200,27.5,69.2,1050,1026,5567,16,147,164,251,87,196,-40.8,32.8,10.6,536,298,60,2.95,359
420,"BLK",54.2,-127.033333333333,686,2.7,13.8,-9.9,23.7,457,199,27.8,69.7,1053,1025,5572,16,147,164,251,87,194,-40.8,32.9,10.8,535,300,60,2.44,360
421,"BLK",54.2,-127,686,2.7,13.9,-9.8,23.7,465,201,27.3,68.9,1052,1027,5570,16,147,164,251,87,198,-40.8,32.9,10.7,536,296,60,3.14,361
422,"BLK",54.2,-126.833333333333,686,2.7,13.9,-10.2,24,459,199,27.6,69.9,1065,1026,5582,16,147,163,251,87,194,-40.8,32.9,10.6,537,299,60,2.48,359
423,"BLK",54.05,-126.716666666667,762,2.4,13.4,-10.2,23.6,495,198,25.1,67.7,1077,961,5669,13,144,166,249,83,217,-40.9,32.4,10.5,521,279,61,8.33,317
424,"BLK",54.05,-126.7,838,2.2,13.1,-10.2,23.2,501,200,24.4,65.1,1097,914,5746,12,143,167,250,83,224,-40.8,32,10.6,506,263,62,10.81,288
425,"BLK",54.0333333333333,-126.616666666667,762,2.4,13.4,-10.1,23.5,494,200,25.2,66.8,1075,964,5662,13,144,165,249,83,215,-40.8,32.5,10.5,522,278,61,8.05,318
426,"BLK",54.0166666666667,-126.583333333333,762,2.4,13.3,-10.1,23.4,491,198,25.3,67.4,1067,959,5657,13,144,165,249,84,213,-40.8,32.5,10.3,520,277,61,7.98,314
427,"BLK",54.0166666666667,-126.566666666667,762,2.4,13.4,-10.2,23.5,487,200,25.5,67,1068,958,5659,13,144,166,249,83,210,-40.6,32.5,10.3,519,275,61,7.65,314
428,"BLK",54.0166666666667,-126.55,762,2.4,13.4,-10.2,23.6,491,200,25.3,66.9,1076,956,5671,13,144,166,249,83,214,-40.6,32.5,10.2,520,274,61,7.86,312
429,"BLK",53.8666666666667,-126.55,1067,1.6,12.1,-9.7,21.8,634,238,18.3,50.7,1133,779,5963,10,137,172,252,80,311,-40.5,30.6,11.3,471,188,64,29,210
430,"BLK",53.8666666666667,-126.566666666667,991,1.8,12.4,-9.8,22.2,598,226,19.7,54.6,1120,821,5894,12,139,170,251,81,286,-40.5,31.1,11.2,484,208,63,23.68,233
431,"BLK",53.8666666666667,-126.566666666667,1036,1.7,12.2,-9.8,22,619,230,18.9,52.9,1130,794,5940,11,138,171,251,81,302,-40.5,30.8,11.3,477,200,64,26.69,218
432,"BLK",53.8666666666667,-126.583333333333,1021,1.7,12.2,-9.8,22,626,231,18.7,52.8,1128,799,5931,11,138,171,251,81,306,-40.5,30.9,11.2,478,201,64,27.25,221
433,"BLK",53.85,-126.516666666667,914,2,12.7,-10,22.7,526,202,22.8,62.8,1106,869,5817,11,142,167,251,84,245,-40.6,31.5,10.9,493,244,63,15.13,260
434,"BLK",53.8833333333333,-126.466666666667,914,2,12.7,-10,22.7,541,211,22.2,60.5,1108,869,5820,12,141,168,251,83,250,-40.7,31.5,11,494,236,62,16.48,261
435,"BLK",53.8666666666667,-126.483333333333,914,2,12.7,-10,22.8,530,205,22.6,62.1,1112,869,5825,12,141,168,251,83,247,-40.7,31.5,11,495,243,62,15.33,261
436,"BLK",53.8333333333333,-126.566666666667,914,2,12.6,-9.9,22.5,538,204,22.3,62,1103,860,5825,11,141,168,250,82,253,-40.6,31.5,10.9,494,242,63,16.29,255
437,"BLK",53.85,-126.583333333333,975,1.8,12.4,-9.9,22.3,583,221,20.3,56.2,1120,826,5888,12,139,170,251,81,278,-40.6,31.2,11.1,485,215,63,22.02,236
438,"BLK",53.8333333333333,-126.6,945,1.9,12.5,-9.9,22.4,557,210,21.3,59.4,1116,838,5868,11,140,169,250,81,265,-40.6,31.3,11,488,232,63,19,243
439,"BLK",53.9333333333333,-126.45,792,2.3,13.3,-10.3,23.5,516,210,23.9,63.2,1090,943,5706,12,143,166,250,84,226,-40.8,32.4,10.2,515,261,61,11.11,304
440,"BLK",53.95,-126.466666666667,792,2.4,13.3,-10.2,23.5,505,208,24.5,64,1076,944,5685,12,144,166,250,83,218,-40.7,32.3,10.5,516,264,61,9.88,305
441,"BLK",53.8,-126.7,914,2,12.6,-9.6,22.2,556,207,21.6,60.8,1097,854,5828,12,141,169,251,82,264,-40.3,31.5,10.9,491,239,63,18.44,253
442,"BLK",53.8166666666667,-126.7,914,1.9,12.6,-9.7,22.3,577,211,20.6,59.5,1118,847,5862,12,141,169,251,82,279,-40.5,31.5,10.6,489,232,63,20.9,249
443,"BLK",53.8166666666667,-126.666666666667,914,2,12.6,-9.8,22.5,556,206,21.5,61.4,1108,856,5838,11,141,169,251,82,266,-40.6,31.5,10.8,492,239,63,18.41,254
444,"BLK",53.8,-126.65,823,2.3,13.1,-9.9,23,515,197,23.9,66.5,1069,918,5710,12,144,165,251,86,235,-40.6,32.1,10.4,508,266,62,12.18,290
445,"BLK",53.8166666666667,-126.633333333333,823,2.3,13,-9.9,22.9,524,196,23.4,66,1069,909,5725,12,143,167,250,83,242,-40.7,32.1,10.4,508,267,61,13.04,285
446,"BLK",53.8,-126.633333333333,823,2.2,13,-9.9,22.9,523,198,23.4,65.6,1075,906,5735,11,142,168,249,82,240,-40.6,32.1,10.7,509,266,61,12.91,283
447,"BLK",53.8166666666667,-126.616666666667,823,2.3,13,-9.9,22.9,524,199,23.4,65.3,1067,902,5730,11,143,167,249,82,241,-40.4,32.1,10.6,506,263,61,13.4,281
448,"BLK",53.8166666666667,-126.6,823,2.3,13,-9.9,22.9,518,201,23.7,65,1065,910,5713,12,142,168,249,81,234,-40.3,32.1,10.6,509,265,61,12.27,285
449,"BLK",54.6666666666667,-126.266666666667,1067,1.3,12.3,-10.3,22.6,624,241,18,50.9,1201,748,6093,10,139,167,249,81,312,-40.6,30.2,10.6,440,156,67,31.36,204
450,"BLK",54.65,-126.283333333333,1067,1.2,12.2,-10.3,22.6,616,240,18.2,51,1206,743,6104,10,138,167,248,81,306,-40.7,30.1,10.6,440,157,67,30.62,202
451,"BLK",54.65,-126.283333333333,1067,1.2,12.2,-10.3,22.6,616,240,18.2,51,1206,743,6104,10,138,167,248,81,306,-40.7,30.1,10.6,440,157,67,30.62,202
452,"BLK",54.6333333333333,-126.3,1097,1.1,12.2,-10.5,22.7,620,240,17.9,50.7,1227,727,6151,9,138,168,248,80,313,-40.6,29.9,10.7,434,153,67,31.85,195
453,"BLK",54.6166666666667,-126.266666666667,1143,1.1,12,-10.3,22.3,645,244,17.1,49.1,1222,709,6167,9,138,167,248,82,330,-40.4,29.7,10.7,426,139,68,35.23,184
454,"BLK",54.6,-126.3,1067,1.3,12.3,-10.4,22.7,598,234,18.9,52.6,1200,759,6076,10,140,167,248,82,294,-40.7,30.1,10.8,443,167,67,28.42,209
455,"BLK",54.5666666666667,-126.3,1067,1.4,12.3,-10.3,22.7,598,235,19,52.5,1188,766,6050,10,142,165,248,83,290,-40.5,30.2,10.7,442,165,67,28.3,212
456,"BLK",54.75,-126.25,945,1.8,12.8,-10.3,23.2,616,239,19.1,53.8,1148,842,5908,13,144,166,251,85,294,-40.6,31,10.7,465,181,65,27.09,254
457,"BLK",54.7333333333333,-126.233333333333,945,1.8,12.8,-10.2,23,619,240,19,53.4,1144,835,5913,13,143,166,250,85,295,-40.6,30.9,10.8,463,178,65,27.68,251
458,"BLK",54.7166666666667,-126.233333333333,945,1.7,12.8,-10.2,23,621,241,18.9,53.3,1145,832,5918,13,143,165,250,85,296,-40.6,30.9,10.8,463,175,65,27.92,249
459,"BLK",54.7,-126.25,945,1.7,12.7,-10,22.7,617,240,19,52.8,1143,817,5934,12,142,166,249,83,294,-40.8,30.8,10.8,463,177,65,27.68,240
460,"BLK",54.7,-126.266666666667,975,1.6,12.6,-10.1,22.7,615,238,18.9,52.9,1156,803,5967,12,141,166,249,82,298,-40.7,30.7,10.7,458,176,65,28.16,233
461,"BLK",54.7166666666667,-126.183333333333,1128,1.1,12.1,-10.4,22.5,666,248,16.7,49,1218,728,6140,10,138,168,250,82,344,-40.5,29.9,10.6,431,140,67,36.55,194
462,"BLK",54.7166666666667,-126.2,1067,1.3,12.4,-10.5,22.8,646,246,17.5,50.2,1209,762,6086,10,140,167,250,83,325,-40.5,30.2,10.6,440,150,67,33.42,212
463,"BLK",54.6833333333333,-126.25,1006,1.5,12.5,-10.2,22.7,622,242,18.5,51.5,1173,784,6014,12,140,166,249,82,305,-40.6,30.5,10.8,451,164,66,29.71,223
464,"BLK",54.7,-126.233333333333,1006,1.5,12.5,-10.3,22.8,624,243,18.4,51.4,1175,785,6013,11,140,166,249,83,305,-40.6,30.5,10.6,451,162,66,29.93,223
465,"BLK",54.7166666666667,-126.216666666667,975,1.6,12.7,-10.2,22.8,625,242,18.6,52.4,1158,814,5958,12,142,166,250,84,302,-40.6,30.7,10.8,458,171,65,29.05,239
466,"BLK",54.7,-126.2,975,1.6,12.6,-10.2,22.8,623,244,18.6,51.5,1161,802,5975,12,142,165,249,84,304,-40.6,30.7,9.9,456,168,66,29.19,232
467,"BLK",54.7166666666667,-126.2,975,1.6,12.7,-10.3,22.9,628,244,18.5,52,1163,813,5964,12,142,165,250,84,306,-40.6,30.8,10.6,458,169,65,29.44,239
468,"BLK",54.7333333333333,-126.2,914,1.8,13,-10.2,23.2,628,242,18.9,53.7,1135,855,5873,13,144,166,251,85,298,-40.6,31.1,10.6,468,182,64,27.94,263
469,"CP",55.1,-125.233333333333,914,1.4,13,-11.6,24.6,618,225,18.5,57.7,1290,871,6025,12,144,163,251,88,316,-41.8,30.9,10.6,471,195,65,26.55,266
470,"CP",55.05,-125.35,914,1.7,13.1,-10.8,23.9,612,224,19,58.5,1222,886,5942,13,145,162,250,89,308,-41.5,31,10.7,475,200,64,25.35,276
471,"CP",55.0666666666667,-125.4,945,1.5,12.9,-10.9,23.9,682,247,16.9,52.4,1235,855,5996,12,142,162,249,87,347,-41.5,30.8,10.8,472,169,64,32.78,258
472,"CP",55.0666666666667,-125.416666666667,914,1.7,13.2,-11,24.1,675,245,17.3,53.8,1222,883,5944,12,144,161,250,88,339,-41.3,31.1,10.5,477,177,64,31.44,275
473,"CP",55.0666666666667,-125.5,762,2.3,14.1,-11.2,25.3,535,207,22.9,68.3,1174,1026,5722,16,153,160,255,95,249,-40.9,32,10.3,496,243,63,14.54,365
474,"CP",55.0833333333333,-125.516666666667,762,2.3,14.1,-10.9,25.1,549,211,22.4,66.9,1171,1026,5721,18,152,162,255,94,257,-40.9,32,10.5,497,244,63,15.71,367
475,"CP",55.1333333333333,-125.633333333333,732,2.4,14.2,-11.1,25.2,553,220,22.5,64.4,1152,1041,5675,18,153,162,256,95,248,-40.6,32.2,10.5,500,235,63,15.65,373
476,"CP",55.1333333333333,-125.616666666667,732,2.4,14.2,-10.7,24.9,534,216,23.3,65.6,1147,1045,5667,18,154,161,257,95,238,-40.9,32.1,10.3,500,241,63,13.76,376
477,"CP",55.1166666666667,-125.6,732,2.4,14.2,-11.1,25.2,553,215,22.5,65.8,1153,1045,5673,18,154,161,256,95,252,-40.7,32.2,10.5,500,240,63,15.69,376
478,"CP",55.1,-125.6,747,2.4,14.1,-11.2,25.3,530,209,23.3,67.5,1163,1036,5695,17,153,161,256,94,241,-40.8,32.1,10.4,499,246,63,13.51,371
479,"CP",55.1333333333333,-125.466666666667,914,1.7,13.2,-10.9,24.1,606,227,19.3,58.1,1222,888,5940,13,144,162,251,89,301,-41.3,31,10.7,475,201,64,24.6,278
480,"CP",55.1166666666667,-125.516666666667,884,1.9,13.4,-10.7,24.1,620,229,19.1,58.6,1189,915,5870,14,146,162,251,89,306,-41.2,31.2,11.1,480,206,63,25.3,295
481,"CP",55.1,-125.516666666667,853,2,13.5,-10.7,24.3,573,216,20.9,62.7,1180,944,5825,14,148,162,253,91,277,-41.1,31.4,10.4,484,224,63,20.01,312
482,"CP",55.0833333333333,-125.533333333333,762,2.3,14.1,-11.1,25.2,533,208,23.1,67.7,1171,1025,5720,17,152,162,255,93,246,-40.9,32,10.6,496,245,63,14.2,364
483,"CP",55.0833333333333,-125.566666666667,762,2.3,14.1,-11.1,25.2,528,207,23.3,68,1164,1023,5712,17,152,162,255,94,244,-40.8,32,10.4,496,247,63,13.74,363
